id,title,franchise,release_year,genres,vote_average,vote_count,director,top_actors,keywords
7582,Romeo & Juliet,,2013,"Drama, Romance",6.6,175,Carlo Carlei,"Douglas Booth, Hailee Steinfeld, Christian Cooke","shakespeare, teenager, middle ages, teenage romance"
7583,Sunshine on Leith,,2013,"Comedy, Drama, Romance",6.6,46,Dexter Fletcher,"George MacKay, Kevin Guthrie, Freya Mavor",musical
7584,Baggage Claim,,2013,Comedy,5.6,87,David E. Talbert,"Paula Patton, Adam Brody, Djimon Hounsou",
7585,Stitches,,2012,Horror,5.5,94,Conor McMahon,"Ross Noble, Tommy Knight, Gemma-Leah Devereux","slapstick, slaughter, dark comedy"
7586,Escape Plan,,2013,"Action, Thriller",6.7,1688,Mikael Håfström,"Sylvester Stallone, Arnold Schwarzenegger, Jim Caviezel","prison, muslim, ship, mystery, science fiction"
7587,Unrest,,2006,Horror,5.3,45,Jason Todd Ipson,"Joshua Alba, Scot Davis, Corri English","prostitute, hospital, student"
7588,Haute Cuisine,,2012,Comedy,6.1,87,Christian Vincent,"Jean D'ormesson, Catherine Frot, Hippolyte Girardot",biography
7589,Brazilian Western,,2013,"Crime, Drama, Romance, Western",6.1,41,René Sampaio,"Fabrício Boliveira, Isis Valverde, Felipe Abib","brazilian, drama"
7590,Just Wright,,2010,"Comedy, Drama, Romance",6.0,102,Sanaa Hamri,"Queen Latifah, Common, Paula Patton",woman director
7591,Carrie,,2013,"Drama, Horror",5.8,1505,Kimberly Peirce,"Chloë Grace Moretz, Julianne Moore, Judy Greer","terror, based on novel, power, telekinesis, high school"
7592,The Fifth Estate,,2013,"Drama, Thriller",5.7,368,Bill Condon,"Benedict Cumberbatch, Daniel Brühl, Anthony Mackie","journalist, biography, internet"
7593,The Counselor,,2013,"Crime, Drama, Thriller",5.0,724,Ridley Scott,"Michael Fassbender, Cameron Diaz, Javier Bardem","poetry, lawyer"
7594,One Small Hitch,,2013,"Comedy, Romance",6.5,45,John Burgess,"Shane McRae, Aubrey Dollar, Daniel J. Travanti",wedding
7595,The Unbelievers,,2013,Documentary,6.7,55,Gus Holwerda,"Richard Dawkins, Lawrence Krauss, Ayaan Hirsi Ali","atheist, history, religion, science"
7596,Escape from Tomorrow,,2013,"Fantasy, Horror",4.8,88,Randy Moore,"Roy Abramsohn, Elena Schuber, Katelynn Rodriguez",
7597,The Double,,2014,"Drama, Thriller",6.5,344,Richard Ayoade,"Jesse Eisenberg, Mia Wasikowska, Wallace Shawn",paranoia
7598,12 Years a Slave,,2013,"Drama, History",7.9,3787,Steve McQueen,"Chiwetel Ejiofor, Michael Fassbender, Lupita Nyong'o","kidnapping, slavery, plantation, 19th century"
7599,The Right Kind of Wrong,,2013,"Comedy, Romance",6.0,99,Jeremiah S. Chechik,"Ryan Kwanten, Catherine O'Hara, Will Sasso",
7600,Kill Your Darlings,,2013,"Drama, Romance, Thriller",7.1,455,John Krokidas,"Daniel Radcliffe, Dane DeHaan, Elizabeth Olsen",
7601,All Is Lost,,2013,"Action, Adventure, Drama",6.6,679,J.C. Chandor,Robert Redford,"yacht, sailor, very little dialogue"
7602,Arthur Newman,,2012,Drama,5.6,63,Dante Ariola,"Colin Firth, Emily Blunt, Anne Heche","identity, dream, past"
7603,Bartok the Magnificent,,1999,"Animation, Comedy, Family",5.8,52,Gary Goldman,"Hank Azaria, Kelsey Grammer, Andrea Martin","witch, prince"
7604,Ender's Game,,2013,"Action, Adventure, Science Fiction",6.6,2354,Gavin Hood,"Asa Butterfield, Harrison Ford, Hailee Steinfeld","based on novel, child prodigy, futuristic, space, science fiction"
7605,The Blue Umbrella,,2013,"Animation, Romance",7.8,183,Saschka Unseld,Sarah Jaffe,"rain, anthropomorphism, short"
7606,Toy Story of Terror!,,2013,"Animation, Comedy, Family",7.3,246,Angus MacLane,"Tom Hanks, Tim Allen, Kristen Schaal","halloween, short"
7607,The Last Days on Mars,,2013,"Horror, Science Fiction, Thriller",5.2,304,Ruairi Robinson,"Liev Schreiber, Romola Garai, Elias Koteas","mars, science fiction, zombie"
7608,Bad Grandpa,Jackass,2013,Comedy,6.0,688,Jeff Tremaine,"Johnny Knoxville, Jackson Nicoll, Georgina Cates",duringcreditsstinger
7609,Thor: The Dark World,Thor,2013,"Action, Adventure, Fantasy",6.8,4873,Alan Taylor,"Chris Hemsworth, Natalie Portman, Tom Hiddleston","marvel comic, superhero, based on comic, aftercreditsstinger, duringcreditsstinger"
7610,Dallas Buyers Club,,2013,"Drama, History",7.9,2973,Jean-Marc Vallée,"Matthew McConaughey, Jennifer Garner, Jared Leto","women, aids, biography, based on true story, drug"
7611,Gambit,,2012,"Comedy, Crime",5.1,224,Michael Hoffman,"Colin Firth, Tom Courtenay, Alan Rickman","heist, dark comedy"
7612,You May Not Kiss the Bride,,2011,"Action, Comedy, Crime, Romance",5.6,60,Rob Hedden,"Dave Annable, Katharine McPhee, Rob Schneider",
7613,The Selfish Giant,,2013,Drama,7.2,83,Clio Barnard,"Conner Chapman, Shaun Thomas, Sean Gilder","horse, woman director"
7614,Changing Sides,,2008,Comedy,5.3,110,Pascale Pouzadoux,"Dany Boon, Sophie Marceau, Antoine Duléry",adultery
7615,A Touch of Sin,,2013,Drama,7.3,83,Jia Zhangke,"Jiang Wu, Wang Baoqiang, Zhao Tao","china, violence"
7616,How I Live Now,,2013,"Action, Drama, Thriller, War",6.4,270,Kevin Macdonald,"Saoirse Ronan, George MacKay, Tom Holland","terrorist, post-apocalyptic, survival, based on young adult novel"
7617,Girl Most Likely,,2012,Comedy,5.7,103,Shari Springer Berman,"Kristen Wiig, Annette Bening, Matt Dillon",woman director
7618,Hours,,2013,"Drama, Thriller",6.3,272,Eric Heisserer,"Paul Walker, Génesis Rodríguez, Nick Gomez",father
7619,Pieta,,2012,Drama,6.9,92,Kim Ki-duk,"Jo Min-soo, Lee Jung-Jin, Woo Ki-Hong",
7620,Aziz Ansari: Buried Alive,,2013,Comedy,7.4,47,Will Lovelace,Aziz Ansari,stand-up comedy
7621,Great Expectations,,2012,"Drama, Romance",6.3,101,Mike Newell,"Jeremy Irvine, Helena Bonham Carter, Ralph Fiennes",based on novel
7622,Free Birds,,2013,"Animation, Comedy, Family",5.7,259,Jimmy Hayward,"Owen Wilson, Woody Harrelson, Amy Poehler","holiday, thanksgiving, freedom, duringcreditsstinger, 3d"
7623,Boy Wonder,,2010,"Action, Crime, Drama, Thriller",6.4,58,Michael Morrissey,"James Russo, Tracy Middendorf, Zulay Henao",
7624,Last Vegas,,2013,Comedy,6.4,813,Jon Turteltaub,"Robert De Niro, Morgan Freeman, Michael Douglas","casino, male friendship, las vegas, elderly"
7625,So Young,,2013,"Drama, Romance",6.1,48,Zhao Wei,"Mark Chao, Han Geng, Yang Zishan","college, woman director"
7626,The Starving Games,,2013,Comedy,4.1,219,Jason Friedberg,"Brant Daugherty, Maiara Walsh, Lauren Bowles",parody
7627,Panic Button,,2011,"Horror, Thriller",5.2,57,Chris Crow,"Scarlett Alice Johnson, Jack Gordon, Michael Jibson",
7628,Painless,,2012,"Fantasy, Horror, Mystery, Thriller",6.1,58,Juan Carlos Medina,"Àlex Brendemühl, Tómas Lemarquis, Derek de Lint","asylum, pain, children"
7629,Philomena,,2013,Drama,7.4,588,Stephen Frears,"Judi Dench, Steve Coogan, Sophie Kennedy Clark","mother, washington d.c., journalist, adoption, forgiveness"
7630,The Book Thief,,2013,Drama,7.4,1528,Brian Percival,"Geoffrey Rush, Sophie Nélisse, Emily Watson","world war ii, book, nazi germany, jewish"
7631,The Best Man Holiday,The Best Man,2013,Comedy,6.7,110,Malcolm D. Lee,"Terrence Howard, Harold Perrineau, Моррис Честнат",
7632,Ida,,2013,Drama,7.1,262,Paweł Pawlikowski,"Agata Trzebuchowska, Agata Kulesza, Dawid Ogrodnik","nun, jew, jewish"
7633,One Piece Film Strong World,One Piece,2009,"Adventure, Animation, Fantasy",7.4,68,Munehisa Sakai,"Mayumi Tanaka, Kazuya Nakai, Hiroaki Hirata",anime
7634,One Piece Film Z,One Piece,2012,"Action, Adventure, Animation",7.2,83,Tatsuya Nagamine,"Mayumi Tanaka, Kazuya Nakai, Akemi Okamura",anime
7635,The Hunger Games: Catching Fire,The Hunger Games,2013,"Action, Adventure, Science Fiction",7.4,6656,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth","competition, based on novel, mentor, secret, factory"
7636,The Hobbit: The Desolation of Smaug,The Hobbit,2013,"Adventure, Fantasy",7.6,4633,Peter Jackson,"Martin Freeman, Ian McKellen, Richard Armitage","elves, dwarves, dragon, wizard, sword and sorcery"
7637,47 Ronin,,2013,"Action, Adventure, Drama, Fantasy",5.9,1357,Carl Rinsch,"Keanu Reeves, Hiroyuki Sanada, Kou Shibasaki","japan, suicide, samurai, based on true story, 3d"
7638,The Dyatlov Pass Incident,,2013,"Mystery, Thriller",5.7,177,Renny Harlin,"Gemma Atkinson, Richard Reid, Matt Stokoe","russia, snow, found footage"
7639,Delivery Man,,2013,Comedy,6.2,561,Ken Scott,"Vince Vaughn, Cobie Smulders, Chris Pratt",remake
7640,Charlie Countryman,,2013,"Action, Comedy, Drama, Romance, Thriller",6.4,267,Fredrik Bond,"Shia LaBeouf, Evan Rachel Wood, Mads Mikkelsen",
7641,Bad Biology,,2008,"Fantasy, Horror",4.7,45,Frank Henenlotter,"Charlee Danielson, Anthony Sneed, Ginger Starr",female nudity
7642,Krrish 3,Krrish,2013,"Action, Science Fiction",5.8,42,Rakesh Roshan,"Hrithik Roshan, Priyanka Chopra, Rajpal Yadav","secret identity, superhero, mad scientist, bollywood, pregnant woman"
7643,Hansel & Gretel,,2013,Horror,4.7,84,Anthony C. Ferrante,"Dee Wallace, Stephanie Greco, Brent Lydic",cannibalism
7644,Twice Born,,2012,"Drama, Romance, War",6.9,142,Sergio Castellitto,"Penélope Cruz, Emile Hirsch, Adnan Haskovic",
7645,Guilty of Romance,,2011,"Drama, Horror, Thriller",6.8,45,Sion Sono,"Miki Mizuno, Makoto Togashi, Megumi Kagurazaka",
7646,Frozen,Frozen,2013,"Adventure, Animation, Family",7.3,5440,Chris Buck,"Kristen Bell, Idina Menzel, Jonathan Groff","queen, musical, princess, betrayal, animation"
7647,9 Month Stretch,,2013,Comedy,6.3,147,Albert Dupontel,"Albert Dupontel, Sandrine Kiberlain, Nicolas Marié","court case, criminal"
7648,Mr. Morgan's Last Love,,2013,"Comedy, Drama",6.9,95,Sandra Nettelbeck,"Michael Caine, Clémence Poésy, Gillian Anderson","paris, woman director"
7649,Inside Llewyn Davis,,2013,Drama,7.2,845,Joel Coen,"Oscar Isaac, Carey Mulligan, Justin Timberlake","new york city, 1960s"
7650,The Wolf of Wall Street,,2013,"Comedy, Crime, Drama",7.9,6768,Martin Scorsese,"Leonardo DiCaprio, Jonah Hill, Margot Robbie","corruption, sex, sexuality, bank, humor"
7651,Homefront,,2013,"Action, Thriller",6.4,898,Gary Fleder,"Jason Statham, James Franco, Izabela Vidovic","based on novel, drug dealer, ex-cop, rural setting, undercover cop"
7652,Mandela: Long Walk to Freedom,,2013,"Drama, History",6.5,225,Justin Chadwick,"Idris Elba, Naomie Harris, Tony Kgoroge","prison, biography, historical figure"
7653,August: Osage County,,2013,"Comedy, Drama",6.9,497,John Wells,"Meryl Streep, Julia Roberts, Chris Cooper","suicide, drug addiction, funeral, dysfunctional family, based on play or musical"
7654,Grave Encounters 2,Grave Encounters,2012,Horror,5.2,251,John Poliquin,"Reese Alexander, Stephanie Bennett, Jeffrey Bowyer-Chapman","halloween, insane asylum, supernatural, insanity, sequel"
7655,Evangelion: 3.0 You Can (Not) Redo,Rebuild of Evangelion,2012,"Action, Animation, Drama, Science Fiction",7.4,107,Hideaki Anno,"Megumi Hayashibara, Maaya Sakamoto, Megumi Ogata",
7656,My Piece of the Pie,,2011,"Comedy, Drama",5.7,46,Cédric Klapisch,"Karin Viard, Gilles Lellouche, Audrey Lamy",
7657,Fright Night 2: New Blood,Fright Night (Reboot),2013,"Comedy, Horror",4.4,81,Eduardo Rodríguez,"Will Payne, Sean Power, Sacha Parkinson","female nudity, vampire, remake, gore, blood"
7658,Sweetwater,,2013,"Thriller, Western",6.0,71,Logan Miller,"Ed Harris, January Jones, Jason Isaacs","new mexico, love, revenge, murder"
7659,Tim's Vermeer,,2013,Documentary,7.1,65,Teller,"Colin Blakemore, David Hockney, Tim Jenison",
7660,Legally Blondes,Legally Blonde,2009,Comedy,4.4,48,Savage Steve Holland,"Milly Rosso, Becky Rosso, Christopher Cousins",
7661,American Hustle,,2013,"Crime, Drama",6.8,2868,David O. Russell,"Christian Bale, Bradley Cooper, Amy Adams","scam, mobster, fbi agent"
7662,The Secret Life of Walter Mitty,,2013,"Adventure, Comedy, Drama, Fantasy",7.0,3213,Ben Stiller,"Ben Stiller, Kristen Wiig, Patton Oswalt","himalaya, photographer, photograph, shark"
7663,Her,,2013,"Drama, Romance, Science Fiction",7.9,4215,Spike Jonze,"Joaquin Phoenix, Scarlett Johansson, Rooney Mara","artificial intelligence, computer, love, loneliness, heartbreak"
7664,Young & Beautiful,,2013,Drama,6.3,360,François Ozon,"Marine Vacth, Géraldine Pailhas, Charlotte Rampling","france, female nudity, nudity, teenage girl, prostitution"
7665,Open Grave,,2013,"Horror, Mystery, Thriller",5.9,250,Gonzalo López-Gallego,"Sharlto Copley, Joseph Morgan, Thomas Kretschmann","post-apocalyptic, infection, memory loss"
7666,Dead Set,,2008,"Comedy, Drama, Horror",7.0,87,Yann Demange,"Jaime Winstone, Andy Nyman, Davina McCall","miniseries, zombie"
7667,Lone Survivor,,2013,"Action, Drama, Thriller, War",7.4,1549,Peter Berg,"Mark Wahlberg, Taylor Kitsch, Emile Hirsch","war, survival, military"
7668,Geography Club,,2013,"Comedy, Drama, Romance",6.5,55,Gary Entin,"Nikki Blonsky, Cameron Deane Stewart, Justin Deeley","gay, friendship"
7669,"A Fairly Odd Movie: Grow Up, Timmy Turner!",,2011,"Family, Fantasy",4.7,47,Savage Steve Holland,"Drake Bell, Daniella Monet, Jason Alexander",
7670,The Armstrong Lie,,2013,Documentary,6.9,50,Alex Gibney,"Lance Armstrong, Betsy Andreu, Frankie Andreu","lie, bicycle"
7671,An Adventure in Space and Time,,2013,Drama,7.7,68,Terry McDonough,"David Bradley, Jessica Raine, Brian Cox","time travel, biography"
7672,Saving Mr. Banks,,2013,"Comedy, Drama, History",7.3,1256,John Lee Hancock,"Emma Thompson, Tom Hanks, Paul Giamatti","biography, animation, writer"
7673,The Truth About Emanuel,,2013,"Drama, Thriller",6.2,80,Francesca Gregorini,"Kaya Scodelario, Jessica Biel, Alfred Molina",woman director
7674,The Nutcracker: The Untold Story,,2010,"Action, Family, Fantasy",5.3,52,Andrei Konchalovsky,"Elle Fanning, Nathan Lane, John Turturro",
7675,Lady and the Tramp II: Scamp's Adventure,Lady and the Tramp,2001,"Adventure, Animation, Family, Romance",6.0,256,Darrell Rooney,"Scott Wolf, Alyssa Milano, Chazz Palminteri",
7676,Oldboy,,2013,"Action, Drama, Mystery, Thriller",5.9,632,Spike Lee,"Josh Brolin, Elizabeth Olsen, Samuel L. Jackson",
7677,The Sucker,,1965,"Comedy, Crime",7.3,92,Gérard Oury,"Bourvil, Louis de Funès, Venantino Venantini",
7678,Anchorman 2: The Legend Continues,Anchorman,2013,Comedy,6.0,940,Adam McKay,"Will Ferrell, Steve Carell, Paul Rudd","journalism, aftercreditsstinger"
7679,Happy Family,,2010,Comedy,6.7,65,Gabriele Salvatores,"Diego Abatantuono, Fabio De Luigi, Alice Croci",
7680,Snowpiercer,,2013,"Action, Drama, Science Fiction",6.7,2910,Bong Joon-ho,"Chris Evans, Song Kang-ho, Ed Harris","father son relationship, brothel, winter, bridge, post-apocalyptic"
7681,Demons 2,Demons,1986,"Fantasy, Horror",5.8,60,Lamberto Bava,"David Edwin Knight, Nancy Brilli, Coralina Cataldi-Tassoni","television, demon"
7682,Haunter,,2013,"Horror, Mystery, Thriller",5.9,211,Vincenzo Natali,"Abigail Breslin, Stephen McHattie, David Hewlett","haunted house, house, afterlife, possession, serial killer"
7683,Wrong Cops,,2013,"Comedy, Crime",5.9,65,Quentin Dupieux,"Mark Burnham, Eric Judor, Steve Little",
7684,Ninja: Shadow of a Tear,Ninja,2013,"Action, Crime, Thriller",5.9,94,Isaac Florentine,"Scott Adkins, Vithaya Pansringarm, Kane Kosugi","martial arts, ninja, drug lord"
7685,Odds and Evens,,1978,"Action, Comedy",7.0,77,Sergio Corbucci,"Terence Hill, Bud Spencer, Luciano Catenacci","casino, florida, intelligence, navy, gangster"
7686,Desire,,2011,"Drama, Romance",4.1,142,Laurent Bouhnik,"Déborah Révy, Hélène Zimmer, Gowan Didi","france, female nudity, sex, sexuality, love"
7687,Why Did You Pick On Me?,The Sheriff and the Satellite Kid,1980,"Comedy, Science Fiction",5.7,43,Michele Lupo,"Bud Spencer, Cary Guffey, Ferruccio Amendola",small town
7688,Fun Size,,2012,Comedy,5.5,139,Josh Schwartz,"Victoria Justice, Jackson Nicoll, Chelsea Handler","halloween, friends"
7689,Death of a Superhero,,2011,"Animation, Drama",6.9,44,Ian Fitzgibbon,"Andy Serkis, Thomas Brodie-Sangster, Michael McElhatton",
7690,A Princess for Christmas,,2011,"Comedy, Drama, Family",6.4,56,Michael Damian,"Katie McGrath, Sam Heughan, Roger Moore","holiday, servant, prince, castle, royalty"
7691,Fuck You Goethe,"F*ck You, Goethe",2013,Comedy,7.1,621,Bora Dağtekin,"Elyas M’Barek, Karoline Herfurth, Katja Riemann","teacher, school"
7692,The Physician,,2013,"Adventure, Drama, History",7.2,365,Philipp Stölzl,"Tom Payne, Ben Kingsley, Stellan Skarsgård","medicine, sandstorm, army, doctor, orphan"
7693,High School,,2010,Comedy,5.8,44,"John Stalberg, Jr.","Adrien Brody, Matt Bush, Sean Marquette","university, drug, aftercreditsstinger"
7694,Borgman,,2013,"Drama, Thriller",6.6,94,Alex van Warmerdam,"Jan Bijvoet, Hadewych Minis, Jeroen Perceval","nightmare, suspense, dog"
7695,The Human Race,,2013,"Action, Horror, Science Fiction",5.0,68,Paul Hough,"Paul McCarthy-Boyington, Eddie McGee, Brianna Lauren Jackson",
7696,Smiley,,2012,Horror,4.3,109,Michael J. Gallagher,"Caitlin Gerard, Melanie Papalia, Shane Dawson",
7697,Grudge Match,,2013,Comedy,6.0,437,Peter Segal,"Robert De Niro, Sylvester Stallone, Alan Arkin","father son relationship, sport, rivalry, elderly"
7698,Justin Bieber's Believe,,2013,Documentary,7.3,68,Jon M. Chu,"Justin Bieber, Scooter Braun, Ryan Good",
7699,Dhoom,Dhoom Series,2004,"Action, Crime, Drama, Thriller",6.2,53,Sanjay Gadhvi,"Abhishek Bachchan, John Abraham, Uday Chopra","cops, bollywood, motorcycle"
7700,Bounty Killer,,2013,"Action, Science Fiction",5.8,84,Henry Saine,"Kristanna Loken, Christian Pitre, Barak Hardley","post-apocalyptic, dystopia, suspense"
7701,12 Rounds 2: Reloaded,12 Rounds,2013,"Action, Adventure",5.6,101,Roel Reiné,"Randy Orton, Brian Markinson, Cindy Busby","sequel, family"
7702,A.C.O.D.,,2013,Comedy,5.5,106,Stu Zicherman,"Adam Scott, Richard Jenkins, Catherine O'Hara",
7703,Paranormal Activity: The Marked Ones,Paranormal Activity,2014,"Horror, Thriller",5.2,455,Christopher B. Landon,"Andrew Jacobs, Richard Cabral, Carlos Pratts","supernatural, demon, found footage"
7704,Only Lovers Left Alive,,2013,"Drama, Romance",7.2,585,Jim Jarmusch,"Tom Hiddleston, Tilda Swinton, Mia Wasikowska","vampire, night, musician, love, blood"
7705,The Valley of Gwangi,,1969,"Action, Fantasy, Science Fiction, Thriller, Western",7.5,52,Jim O'Connolly,"James Franciscus, Gila Golan, Richard Carlson","stop motion, dinosaur, cowboy"
7706,The Lunchbox,,2013,"Drama, Romance",7.3,226,Ritesh Batra,"Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui",
7707,I Know That Voice,,2013,Documentary,7.0,43,Lawrence Shapiro,"Kevin Conroy, Jim Cummings, Rachael MacFarlane",voice over
7708,Yves Saint Laurent,,2014,Drama,6.4,270,Jalil Lespert,"Pierre Niney, Guillaume Gallienne, Nikolai Kinski","biography, fashion"
7709,The Invisible Woman,,2013,"Drama, Romance",6.2,66,Ralph Fiennes,"Ralph Fiennes, Felicity Jones, Joanna Scanlan",biography
7710,Dragon Ball Z: Battle of Gods,Dragon Ball Z (Movie),2013,"Action, Animation",6.5,370,Masahiro Hosoda,"Masako Nozawa, Toshio Furukawa, Kouichi Yamadera","based on tv series, dragon, battle, anime"
7711,Underdogs,,2013,"Adventure, Animation, Romance",6.0,127,Juan José Campanella,"Juan José Campanella, Diego Ramos, Pablo Rago",soccer
7712,Freezer,,2014,"Action, Thriller",5.2,51,Mikael Salomon,"Dylan McDermott, Peter Facinelli, David McNally",
7713,"Like Father, Like Son",,2013,Drama,7.6,119,Hirokazu Koreeda,"Masaharu Fukuyama, Yoko Maki, Lily Franky","father son relationship, boy, childhood"
7714,The Railway Man,,2013,"Drama, History",6.7,277,Jonathan Teplitzky,"Jeremy Irvine, Colin Firth, Stellan Skarsgård","post traumatic stress  disorder, japanese, world war ii, victim, based on true story"
